,Unnamed: 0,Unnamed: 0.1,time,twt_id,political_label,political_score,sentiment_label,sentiment_score
170,170,170,2008-10-30T21:00:41.000Z,982794056,Republican,0.9999264478683472,NEGATIVE,0.932309627532959
171,171,171,2008-10-30T21:00:17.000Z,982793517,Republican,0.999842882156372,NEGATIVE,0.9912843704223632
172,172,172,2008-10-30T21:31:05.000Z,982833284,Republican,0.7931320071220398,NEGATIVE,0.544392466545105
173,173,173,2008-10-30T22:02:47.000Z,982873359,Democrat,0.9999972581863404,NEGATIVE,0.6452365517616272
174,174,174,2008-10-30T22:30:50.000Z,982908098,Democrat,0.999669313430786,POSITIVE,0.99884295463562
175,175,175,2008-10-30T22:30:36.000Z,982907778,Republican,0.9992762207984924,NEGATIVE,0.9940029978752136
176,176,176,2008-10-30T23:30:27.000Z,982979982,Democrat,0.9989768266677856,NEGATIVE,0.9873702526092528
177,177,177,2008-10-30T23:30:22.000Z,982979897,Republican,0.9800876975059508,NEGATIVE,0.9700070023536682
178,178,178,2008-10-31T00:02:50.000Z,983017697,Democrat,0.9999111890792848,NEGATIVE,0.9930779337882996
179,179,179,2008-10-31T00:02:49.000Z,983017685,Republican,0.6332128047943115,POSITIVE,0.95121031999588
180,180,180,2008-10-31T00:02:22.000Z,983017122,Democrat,0.9999970197677612,POSITIVE,0.5990325212478638
181,181,181,2008-10-31T00:01:41.000Z,983016308,Republican,0.9999635219573976,NEGATIVE,0.9846162796020508
182,182,182,2008-10-31T00:01:14.000Z,983015786,Republican,0.9999068975448608,POSITIVE,0.8709033131599426
183,183,183,2008-10-31T00:31:24.000Z,983050247,Republican,0.9997679591178894,NEGATIVE,0.895512044429779
184,184,184,2008-10-31T00:30:15.000Z,983048942,Republican,0.9998910427093506,NEGATIVE,0.992298185825348
185,185,185,2008-10-31T01:02:08.000Z,983086617,Republican,0.9988226294517516,POSITIVE,0.8467257618904114
186,186,186,2008-10-31T01:00:15.000Z,983084224,Democrat,0.9835748672485352,NEGATIVE,0.9808303117752076
187,187,187,2008-10-31T01:31:54.000Z,983120667,Republican,0.9999847412109376,NEGATIVE,0.9937055706977844
188,188,188,2008-10-31T01:30:51.000Z,983119485,Republican,0.9998586177825928,NEGATIVE,0.995621383190155
189,189,189,2008-10-31T02:02:11.000Z,983155079,Democrat,0.9999955892562866,NEGATIVE,0.8985533118247986
190,190,190,2008-10-31T02:32:38.000Z,983188715,Republican,0.9996281862258912,NEGATIVE,0.9997410178184508
191,191,191,2008-10-31T03:00:47.000Z,983218758,Republican,0.9989458918571472,POSITIVE,0.8545076251029968
192,192,192,2008-10-31T03:00:44.000Z,983218702,Republican,0.8764025568962097,NEGATIVE,0.9044891595840454
193,193,193,2008-10-31T03:00:41.000Z,983218616,Republican,0.9502256512641908,POSITIVE,0.5512743592262268
194,194,194,2008-10-31T03:00:21.000Z,983218246,Republican,0.9999886751174928,NEGATIVE,0.912238836288452
195,195,195,2008-10-31T03:00:19.000Z,983218196,Republican,0.9449899792671204,POSITIVE,0.9940861463546752
196,196,196,2008-10-31T03:32:29.000Z,983250579,Republican,0.962139129638672,POSITIVE,0.9943337440490724
197,197,197,2008-10-31T03:30:28.000Z,983248478,Republican,0.9999815225601196,POSITIVE,0.8173697590827942
198,198,198,2008-10-31T03:30:11.000Z,983248156,Democrat,0.9999808073043824,POSITIVE,0.9081524610519408
199,199,199,2008-10-31T03:30:10.000Z,983248115,Republican,0.999969244003296,POSITIVE,0.9769570827484132
200,200,200,2008-10-31T04:02:53.000Z,983279225,Democrat,0.9999961853027344,NEGATIVE,0.993571162223816
201,201,201,2008-10-31T04:00:27.000Z,983276843,Democrat,0.9999924898147584,NEGATIVE,0.9933185577392578
202,202,202,2008-10-31T04:32:52.000Z,983305784,Democrat,0.9574998021125792,POSITIVE,0.9935473799705504
203,203,203,2008-10-31T04:31:08.000Z,983304281,Republican,0.9964203834533693,NEGATIVE,0.958090364933014
204,204,204,2008-10-31T05:00:30.000Z,983328869,Democrat,0.950567066669464,NEGATIVE,0.9884993433952332
205,205,205,2008-10-31T05:31:08.000Z,983345791,Republican,0.999294638633728,NEGATIVE,0.9891345500946044
206,206,206,2008-10-31T06:00:30.000Z,983366732,Democrat,0.9108586311340332,NEGATIVE,0.9963114857673644
207,207,207,2008-10-31T06:00:19.000Z,983366596,Democrat,0.999996781349182,NEGATIVE,0.9610888957977296
208,208,208,2008-10-31T06:00:05.000Z,983366329,Democrat,0.8492712378501892,NEGATIVE,0.996659517288208
209,209,209,2008-10-31T08:00:23.000Z,983445460,Democrat,0.8443607091903687,POSITIVE,0.8858324289321899
210,210,210,2008-10-31T09:02:56.000Z,983486755,Republican,0.999829888343811,NEGATIVE,0.9938712120056152
211,211,211,2008-10-31T10:02:53.000Z,983529237,Democrat,0.999996542930603,NEGATIVE,0.9950760006904602
212,212,212,2008-10-31T10:00:34.000Z,983527481,Republican,0.9927908182144164,NEGATIVE,0.9966250658035278
213,213,213,2008-10-31T10:00:33.000Z,983527461,Republican,0.8295287489891052,NEGATIVE,0.8897408843040466
214,214,214,2008-10-31T10:00:30.000Z,983527437,Democrat,0.9880082607269288,NEGATIVE,0.9988971948623656
215,215,215,2008-10-31T11:31:02.000Z,983598018,Republican,0.9998332262039183,NEGATIVE,0.9952325224876404
216,216,216,2008-10-31T11:30:58.000Z,983597951,Republican,0.8276488780975342,NEGATIVE,0.9901462197303772
217,217,217,2008-10-31T12:31:35.000Z,983657987,Republican,0.9999880790710448,POSITIVE,0.968636691570282
218,218,218,2008-10-31T12:30:11.000Z,983656431,Democrat,0.9787895083427428,NEGATIVE,0.644899308681488
219,219,219,2008-10-31T13:00:31.000Z,983692450,Democrat,0.999991536140442,POSITIVE,0.9953474402427672
220,220,220,2008-10-31T13:31:23.000Z,983732579,Republican,0.9999778270721436,NEGATIVE,0.9947983026504515
221,221,221,2008-10-31T13:31:14.000Z,983732377,Republican,0.9999891519546508,NEGATIVE,0.9288783073425292
222,222,222,2008-10-31T14:02:13.000Z,983775697,Democrat,0.999921441078186,POSITIVE,0.9949733018875122
223,223,223,2008-10-31T14:02:13.000Z,983775692,Democrat,0.9999613761901855,POSITIVE,0.996275782585144
224,224,224,2008-10-31T14:02:10.000Z,983775556,Republican,0.8695570230484009,POSITIVE,0.9886056780815125
